(-179691946,-167062045)
(99505409,-331685095)
(591827962,540006767)
(106811176,-769504924)
(66817418,-222725125)
(954657561,386905769)
(70211207,-234037755)
(-28219687,71352405)
(237307961,-791026935)
(303780425,-120873051)
(56046779,-186822995)
(281029898,-936766725)
(264589041,723157151)
(6196610,-20655765)
(183682085,-612274015)
(85999874,-286666645)
(-117174884,-12350522)
(93780521,-312602135)
(-176366763,121139341)
(-216216931,-191335483)
(584428691,-41626708)
(41086994,-136957045)
(149596013,-498653775)
(39406848,817546743)
(-714317034,-963752725)
(822384684,-854042819)
(11601413,-38671775)
(150200873,-500669975)
(527617733,83457533)
(262479647,-874932555)
(-255350349,651968691)
(142434799,515513284)
(139104434,-463681845)
(87489563,-291632275)
(-580500873,-319959550)
(247078235,-823594515)
(100955996,-336520385)
(-400931530,190369237)
(-745311672,-969498446)
(125422616,-418075785)
(28857785,-96193015)
(-828152686,436787278)
(-968254352,-450000622)
(288383780,-961279665)
(-654529303,-967185237)
(62575460,-208585265)
(114856673,-382855975)
(398644824,942570468)
(181126871,-603756635)
(-847142785,268920758)
(-664708655,831822265)
(835076770,635112348)
(155905664,-519685945)
(21926918,-73090125)
(900878902,921308516)
(-666133659,-109932890)
(184254245,-614181215)
(906396159,-794311654)
(47326595,-157755715)
(-914995870,-17127298)
(52759124,68883327)
(126649244,-422164545)
(23274260,-77581265)
(70599353,-235331575)
(601348877,105022430)
(-727328247,-704007402)
(-421508178,-967372029)
(166613939,-555380195)
(-528539093,35896889)
(-741311551,-679287542)
(-735823850,816735460)
(233860124,-779534145)
(105760535,-352535515)
(-976159798,-117971539)
(191021486,-636738685)
(225029850,-202118318)
(33479846,-111599885)
(-695388733,653313534)
(-58792480,27592270)
(-779784878,766248641)
(31993991,135894829)
(-17069364,-619390154)
(185872241,-619574535)
(-76224683,-42039857)
(163235732,-544119505)
(59187938,472404259)
(926993136,-874574768)
(182695058,-608983925)
(257481206,-858271085)
(156649013,-522163775)
(261583736,-871946185)
(-757677114,-421562018)
(166081726,-864110589)
(109485841,945510017)
(202930226,-676434485)
(19502630,-65009165)
(-754411702,13773756)
(187135529,-623785495)
(102399077,-341330655)
(181626854,-605423245)
(47260933,-170253015)
(-583378256,-787369655)
(896999578,-881239929)
(295957244,-986524545)
(-154854545,-577510974)
(246453554,-821512245)
(-699834836,539993274)
(945527272,711298495)
(253156578,-395255531)
(83513996,-278380385)
(998137651,594897324)
(648264885,567532343)
(-219457855,731525785)
(499325434,53414667)
(255632006,-852107085)
(678957428,-548379329)
(483027866,-2242506)
(728232285,-15828885)
(343059501,969098120)
(-989214013,-709999698)
(370372320,-190336656)
(-428810699,690159855)
(-191551455,487283874)
(63581300,-211938065)
(-880589511,-307132554)
(-174314734,106045664)
(-635059095,445266431)
(47434641,-423142704)
(860874053,-578804313)
(-686745824,199931423)
(93006350,-84685393)
(123825380,-412751665)
(204079919,530260262)
(97445489,-324818695)
(89788520,-299295465)
(218372081,-727907335)
(665436160,801431930)
(-834062254,-446183992)
(-280443348,-516661466)
(722577615,-792706696)
(-690125062,697915556)
(149667578,-498892325)
(-345749646,-784665808)
(123297446,-410991885)
(-392592876,535368308)
(633720922,90199556)
(280852841,-936176535)
(-457946136,-481325516)
(365283833,-207392032)
(-642332660,-619444623)
(-2837721,352606346)
(321350405,-453584141)
(92134262,-307114605)
(170765618,-569219125)
(332743914,938061963)
(217225211,-724084435)
(-361541199,11780856)
(-816434620,142743415)
(224498612,-748329105)
(72354783,889036460)
(61820504,-206068745)
(-600385144,-840457983)
(-354613933,-46031890)
(-552374868,-167796296)
(-852869811,786282271)
(69931349,-233104895)
(27977597,-93259055)
(994420635,-989593546)
(-511115112,-998674459)
(284321975,-947740315)
(-563994213,924375725)
(109068314,-363561445)
(-45053693,-570299285)
(-67532395,-958274092)
(169715072,-565717305)
(-445372864,-518706196)
(620991184,831997863)
(-596971578,243151187)
(-93577657,301957711)
(216108831,-489826296)
(567739375,-70603168)
(113345048,-377817225)
(204657719,-682192795)
(106660253,-355534575)
(-293588713,367726873)
(-393658104,-863762361)
(917752183,303338617)
(254374186,830279319)
(785300237,-395912883)
(-797294869,-566844353)
(-878414903,-430836885)
(199494614,-664982445)
(-606679373,652828337)
(272588960,-908630265)
(373345622,463998611)
(-909006848,-688075697)
(240544544,-801815545)
(-80637488,938173646)
(285534876,12475463)
(991300246,-901692485)
(184016945,-613390215)
(147869004,304176322)
(-154865453,833013656)
(40241240,536249756)
(239024114,-796747445)
(154489130,-514964165)
(-182538464,578898700)
(161712095,-539040715)
(771329651,365430778)
(119476919,-398256795)
(137185651,650826423)
(181894973,-606316975)
(250153280,-833844665)
(-231577109,-346967824)
(-686994096,-263128047)
(248446760,-828156265)
(236677913,-788926775)
(237602123,-792007475)
(-753625740,852707177)
(5125112,-613049739)
(81186758,-270622925)
(259687934,-865626845)
(-120267331,484325387)
(555989557,-329729331)
(93608945,-312030215)
(-492511673,297376077)
(-653531890,-289007882)
(54726011,-182420435)
(128759045,-429197215)
(-15182938,95548314)
(376191861,-671709138)
(-272712730,239818333)
(-816361164,-633929972)
(237634098,-854384770)
(-726461521,-536028052)
(571360335,-338904035)
(195289997,-650967055)
(169027570,858864560)
(201300428,145292576)
(27418244,-91394545)
(573932366,377750563)
(-557291366,-218450041)
(-581430652,321684801)
(29542130,175548198)
(280412768,-934709625)
(216996056,922637342)
(298462505,-994875415)
(176343203,-587811075)
(925723350,-918797017)
(-181275854,-161059735)
(107915348,-359718225)
(-127485631,-444542171)
(156763766,-522546285)
(880941276,100315755)
(137971490,-812309475)
(146215928,-487386825)
(273407615,-911359115)
(981078657,407824143)
(26604491,-88682035)
(263864990,-879550365)
(-862760359,673234098)
(316921662,197516411)
(238091279,-793637995)
(152053556,-506845585)
(163115879,-543719995)
(182300711,-607669435)
(-311350375,-844065797)
(170946989,-569823695)
(215777219,-719257795)
(-40137255,-333809935)
(583776243,-281978967)
(165376196,-551254385)
(151894058,-506313925)
(121842934,-110964509)
(283072112,-943574105)
(97199117,-323997455)
(211192531,55562890)
(-190127641,633758405)
(227841198,-688454586)
(312998108,-230822354)
(205696715,-685656115)
(-439787871,49861955)
(204419705,-681399415)
(-1252768,-561557364)
(-519071397,-746122080)
(93941111,-313137435)
(215900111,-719667435)
(50145662,-167152605)
(-832236972,-580567601)
(171974438,-573248525)
(-776738111,-387982739)
(-204448104,-29867116)
(606839162,-407269174)
(-340445187,-984910314)
(77143760,-257146265)
(-757121124,803579212)
(223126226,-743754485)
(-783893295,-156212332)
(196671479,510458529)
(925241171,894652222)
(84578911,-563421503)
(220398266,-734661285)
(-616305793,877732926)
(595058016,-275737977)
(54105176,-180350985)
(129757877,-432526655)
(241340264,-804467945)
(-534389523,736082201)
(62992220,-209974465)
(288136731,599958737)
(717372793,-863499223)
(150882074,-502940645)
(608632784,545940376)
(131027297,-436758055)
(290665523,-968885475)
(136890680,-456302665)
(109027535,-363425515)
(128925138,-922478981)
(637580416,-760097459)
(68050220,-226834465)
(-636685681,-663575070)
(-951553522,-487273995)
(253961816,-846539785)
(694373796,-283859256)
(265187009,-883957095)
(-393456315,-465716269)
(177690215,-592301115)
(193919081,-646397335)
(-951936331,-340867470)
(88096445,-864517994)
(26486207,-88287755)
(-20249457,546643785)
(-190834834,884210648)
(117094481,-390315335)
(-705117094,-745784004)
(-398860415,-649702061)
(-577169956,190474821)
(743466017,-891887983)
(137587736,-458626185)
(36535643,-121785875)
(-244211127,686430483)
(204302975,-681010315)
(-254258466,584211034)
(525527996,415579054)
(110054987,-876281042)
(-909090162,-604094584)
(249437755,-297546758)
(44919728,-149732825)
(166355954,-554520245)
(742522392,154905687)
(-701771182,353982158)
(161257340,-537524865)
(181684340,-605614865)
(200357762,-667859605)
(24176129,-80587495)
(31398074,-104660645)
(937023626,917919156)
(97482737,-324942855)
(57456301,115122664)
(471119504,419774554)
(664555795,-72898175)
(-981958251,-209479941)
(533988834,-599132561)
(-548170136,375516913)
(214371407,-714571755)
(29137937,-97126855)
(368118980,-411250511)
(699836281,-539009010)
(-912701780,-546519073)
(307685279,-788095017)
(122146511,-407155435)
(95158495,699634569)
(2179777,-893928232)
(-469578840,-989952202)
(287917832,-959726505)
(-795835360,207627268)
(-113496169,520720378)
(61667324,-205558145)
(862319417,336648013)
(37941314,-126471445)
(-289861948,966206095)
(23073125,-76910815)
(241872056,-806240585)
(-654307036,-423660002)
(-380393397,-179049423)
(95828450,-319428565)
(271494152,-904980905)
(241959507,632333862)
(250495106,-834984085)
(207810431,-692701835)
(-99298667,-686473172)
(784796670,47808957)
(925914972,-166883690)
(-658536168,-747830470)
(771693839,373500451)
(582161963,-268465060)
(-867762787,-674121428)
(191678174,-638927645)
(-218245800,-995683301)
(-407469848,-521286311)
(304225992,-536521987)
(261240416,-870801785)
(187488304,-47502159)
(248194215,-666593710)
(94053647,-313512555)
(837693060,-240537876)
(-503886899,659873293)
(-487737572,64707166)
(161740796,-539136385)
(192673241,-147732939)
(203773106,-679244085)
(552020,-1840465)
(-735625094,-5389604)
(136876589,-456255695)
(-630934193,417706884)
(-720344480,-505757731)
(-803212459,-66671245)
(249606482,961467116)
(295614032,-985380505)
(934725546,104750725)
(913375515,54676499)
(-874145984,325432204)
(455164939,23769381)
(325052300,-180654922)
(-903838368,-841860131)
(184762400,-615875065)
(70874687,-236249355)
(81775541,-272585535)
(-559461996,-52668861)
(204499922,-681666805)
(794829065,392558795)
(-344486255,235441550)
(63703211,-212344435)
(5459351,-18198235)
(-231422738,738088058)
(-597561117,-47355709)
(161398373,-537994975)
(308204253,859855576)
(119369597,-397899055)
(160762490,-535875365)
(-666407619,-590061341)
(746388274,234782471)
(147971656,618783150)
(-81480169,271600165)
(38659226,-128864485)
(-35887992,918553908)
(-929445212,-938407002)
(-240513418,801710995)
(-407784883,580869665)
(165237263,-550791275)
(275965727,-919886155)
(-316925825,-307027761)
(197556785,-658523015)
(-666589874,-896565412)
(-305757740,-224675993)
(-77652529,258841365)
(-527014794,-524259321)
(714149839,653194948)
(75696494,-252322045)
(298825306,675709768)
(91843546,-419377367)
(-29748079,-506728096)
(768986972,4998202)
(-668896795,810281460)
(277386776,-924622985)
(584606396,-389960400)
(-290606484,474233631)
(15420536,-51402185)
(-564682818,843659464)
(-263391169,464941095)
(-569899465,-534806363)
(289836092,-966120705)
(943897406,114099319)
(-141779316,530377951)
(-646496358,-50844947)
(158624393,-528748375)
(115240979,-384136995)
(194034642,-324769035)
(17926388,-59755025)
(501159681,-344776667)
(226550828,-755169825)
(92806064,-309353945)
(-848352718,-969894430)
(112022546,-373408885)
(-301821246,-843343499)
(26713652,-89045905)
(231895151,-772984235)
(239001968,-796673625)
(245285804,-817619745)
(863891646,-369617364)
(782191575,911061332)
(77825531,-259418835)
(-792023427,397299730)
(-471649973,100567906)
(505330062,358567950)
(-39429391,-552962385)
(235258757,-784196255)
(558543938,-322896406)
(10116923,-33723475)
(128431339,-925471974)
(-940353747,541701871)
(338358466,623688966)
(179048999,-596830395)
(143526773,-478422975)
(-612799549,93072096)
(360582612,155118889)
(-147633368,566341864)
(24748415,-82495115)
(15198131,-50660835)
(544797144,349683231)
(39271118,569385361)
(127360370,-424534965)
(265734352,-495997154)
(149690561,-498968935)
(-154102905,-391230480)
(246044687,-820149355)
(-592675806,-91134296)
(430419585,477679528)
(710312843,354708791)
(155160869,-517203295)
(-180212461,936149735)
(918642893,850820435)
(683049196,-875918113)
(151096352,-503654905)
(-562111980,-226243855)
(-50978206,277568187)
(95914064,-319713945)
(461815678,63452922)
(172874165,-576247615)
(-33728506,112427955)
(936647735,533550492)
(-780693426,477088996)
(72112444,-128778840)
(-985513289,837565785)
(156802577,-522675655)
(448011620,-666683571)
(285956267,-953187955)
(186949097,-623164055)
(813768398,-946141385)
(-555863636,66137335)
(295887731,-986292835)
(269019887,-896733355)
(256476821,-854923135)
(341799790,744094961)
(-285401887,705672094)
(578466327,913706095)
(254566589,-848555695)
(290844604,-190590899)
(-136093902,203556493)
(859688692,-953987325)
(264757678,-959770970)
(-788814881,-881812644)
(-321577187,762421889)
(65093411,-216978435)
(547844152,-135668879)
(-443888398,-534597184)
(185148452,-617161905)
(-705208252,598536916)
(12628157,-42094255)
(-912969628,339416507)
(448494974,453764860)
(409069905,-89923347)
(-631469861,202631546)
(227439200,-758131065)
(288602879,-962009995)
(973856303,740367591)
(268781624,564335000)
(-184272499,-933147717)
(-401566118,664351806)
(177265751,-590886235)
(-108003722,921741350)
(-521931622,-831576259)
(282790022,-942633805)
(437634636,939907885)
(-9747805,-629654713)
(285426404,-951421745)
(981881584,965494109)
(194656835,-648856515)
(232640403,697567774)
(259836599,-612602922)
(216338690,-721129365)
(-935022898,-795033614)
(-433222102,22358131)
(244059026,-813530485)
(734013403,-319918958)
(866962402,-443620536)
(654442004,-605109690)
(576321279,-73578746)
(-184441795,281732962)
(194908947,967879061)
(293428025,-978093815)
(83380034,-277933845)
(-157496383,-977750876)
(691265550,652424153)
(118974494,-396582045)
(123469012,-152579998)
(152782643,-509275875)
(219242312,-730808105)
(-944552197,-26470294)
(790870510,12771009)
(472394697,816683517)
(216788742,889130868)
(-128035188,-558252617)
(167793665,-559312615)
(752320093,384820219)
(236551472,-788505305)
(-500110187,-307560328)
(54590369,-181968295)
(-923995812,-896239299)
(910465829,-374498589)
(77448112,-246869848)
(262082969,-873610295)
(15874289,-52914695)
(82183388,-273945025)
(132805277,-692607857)
(199486802,-664956405)
(608939657,-920608202)
(295525025,217250930)
(124966451,-416555235)
(-986465325,-570085374)
(60586310,-201954765)
(-487400291,-997731565)
(259398050,-864660565)
(5549996,-18500385)
(297935591,-397735796)
(5349357,636553062)
(-870756435,-807715125)
(327911823,982255556)
(194580503,-648602075)
(159199472,-530665305)
(-40661765,-688181018)
(582638550,-128476740)
(-656156602,-106072034)
(144069449,-480231895)
(100480089,267286183)
(268498162,-334984314)
(175496228,-584987825)
(789568658,740068535)
(986824550,826301770)
(-781912992,335912988)
(109375952,-364586905)
(135344510,-451148765)
(-453828952,282272389)
(20521424,-887136001)
(-203164425,996220701)
(170475836,-568253185)
(760945188,745574162)
(110740172,-369134305)
(-81802315,69415570)
(435116944,607579697)
(-694026362,-201826263)
(87950267,-293167955)
(-106324305,-515843896)
(-749608236,701268227)
(312412423,-153983079)
(160359533,-534532175)
(697278299,681178107)
(193046945,485403599)
(-236603200,788676935)
(653564449,-641540852)
(-416305096,-832013358)
(270386093,-901287375)
(992782757,-356120551)
(-252646349,-194049560)
(92398442,-307995205)
(134867354,-449558245)
(387544479,234505937)
(197780816,382318341)
(118022297,-393408055)
(16124958,788973252)
(107557190,-358524365)
(-727985949,617754039)
(43277858,-144259925)
(1029290,-3431365)
(-309796961,952797208)
(-289921726,966405355)
(389038973,579965459)
(-564355006,-854248269)
(888641735,-779322807)
(209177228,-697257825)
(873460993,484004133)
(550585822,669890112)
(852315956,850473556)
(225359981,-751200335)
(810751372,158738920)
(-368973807,-867148489)
(503530046,239692178)
(83739338,-279131525)
(110757002,-369190405)
(-136616782,455388875)
(-68346046,227819755)
(786187857,-835031465)
(153447404,-511491745)
(678068984,560253552)
(-609008904,451561805)
(274311479,-914371995)
(762924393,774635198)
(-641680363,124254881)
(-210482728,701608695)
(147195740,-490652865)
(62149301,-207164735)
(371138410,397953751)
(178138829,-593796495)
(749088,907719998)
(-857106320,-469020645)
(-196144476,-664660315)
(617158795,896331930)
(156440672,-521469305)
(436631819,969943757)
(80548961,-268496935)
(-935415944,473033076)
(152210596,-554917897)
(-388431294,603110815)
(225115406,-786546092)
(464128269,49089572)
(-777111776,-682091664)
(873337284,-114561424)
(186882056,-622940585)
(178805768,-697854643)
(-197244283,413865593)
(-844737958,849632939)
(23086580,-76955665)
(-244182994,813942915)
(6545954,-21820245)
(77716667,-259055955)
(673782189,301598885)
(147987068,153733002)
(176466119,-588220795)
(-484586910,224209228)
(-558662340,936418911)
(26249969,-87500295)
(325477358,548837188)
(91356653,-304522575)
(167169272,-999027108)
(404309029,742643726)
(44285180,-147617665)
(88790813,-295969775)
(292130729,-973769495)
(35361668,856501321)
(124655645,38122446)
(71072093,-236907375)
(176099258,-586997925)
(753719241,668350161)
(-144249384,81925373)
(-77481652,258271775)
(189496730,851690557)
(-932279633,-510527416)
(189863120,-632877465)
(21741362,-72471605)
(-207849045,-419607815)
(598679013,-328409855)
(-97142524,323808015)
(89327364,-56673800)
(289417865,-964726615)
(-731524202,701830108)
(231662237,-772207855)
(257290804,-800876617)
(177767840,-592559865)
(640054181,-994615963)
(-379371496,-641443694)
(99764267,-332547955)
(244406963,-814690275)
(611121220,40330139)
(53435123,-178117475)
(294292643,-980975875)
(-105361333,672222246)
(-795976251,-995189394)
(-256166178,129506810)
(158480657,-528269255)
(10135109,-33784095)
(719520033,-808664549)
(628741271,-226151465)
(963453068,906548107)
(46399136,-154664185)
(592887507,-265005760)
(7062548,-23542225)
(253704851,-845683235)
(454603330,-851062481)
(196372748,-654576225)
(83612456,-278708585)
(85671062,-285570605)
(786739511,815014098)
(-423697596,-880148368)
(615674845,702841845)
(68946434,-229821845)
(89729849,-299099895)
(-805082469,231440675)
(155137835,-517126515)
(-759682237,-867014714)
(135480488,-451602025)
(-243445205,641082585)
(111876356,-372921585)
(165973652,-553245905)
(-362418504,773308939)
(132487373,-441624975)
(71200349,-237334895)
(914212657,-594455712)
(-949429790,-735919680)
(196690427,-655635155)
(231714224,-772381145)
(176836341,-438989943)
(-928285787,492842415)
(227997356,-759991585)
(264589124,-881964145)
(929238727,-254706244)
(861045711,515405319)
(475558672,115219039)
(246882069,839745870)
(-116271233,-628565242)
(82677608,-275592425)
(-232497361,259611400)
(-108272321,-504892095)
(30755402,-102518405)
(31874558,-106248925)
(940033080,-628629904)
(237176501,-790588735)
(-52253551,-246505032)
(-907125883,910784437)
(265903766,-886346285)
(-408399966,-636912561)
(202977206,-676591085)
(70750124,-235834145)
(-461645008,67461734)
(-618264873,757714160)
(451669137,816456428)
(133129085,-443764015)
(502701729,801149613)
(97771749,349178956)
(-680256972,-715435711)
(953455593,202112840)
(749524390,937211566)
(221166216,554970867)
(61983023,-206610475)
(687804453,337582156)
(182825678,-609419325)
(184849802,-616166405)
(226518158,-755060925)
(851103618,270412682)
(-100856856,-301607065)
(-245194261,-929321359)
(408309798,-707991497)
(-316493756,-280080369)
(-931626600,-279765011)
(-894212892,422295312)
(190597196,-635324385)
(56313476,-187711985)
(94638059,-315460595)
(266872337,-889574855)
(-94155064,545188735)
(-617266928,136464134)
(-260671486,-16411482)
(-871139858,-181686910)
(222418596,901593956)
(71446565,-238155615)
(-587512037,-262974450)
(-463765151,-232886027)
(813671465,670890986)
(110191562,-367305605)
(-617320737,986483813)
(888023478,179863589)
(-289750414,965834315)
(96896724,122929400)
(438471009,-136369415)
(60254375,637996491)
(800409185,-694136146)
(-710585376,141462760)
(7238323,74260011)
(261145553,-870485575)
(5610839,898750532)
(-923447622,978123688)
(-967070634,-145637592)
(34069524,601467648)
(343171525,-589541928)
(-979966174,-313954735)
(-870694151,559611571)
(45653045,-152177215)
(-78159940,260532735)
(519696921,464310178)
(654778346,412223011)
(115818386,-386061685)
(885794618,-202370882)
(29413121,-98044135)
(67026344,-223421545)
(-117387283,-65811788)
(167185138,557922705)
(58103036,-193677185)
(-718391444,-594491126)
(-690376102,-966229338)
(358572973,-978469842)
(56964845,-189883215)
(167583887,-558613355)
(37695620,-125652465)
(286750064,-955833945)
(291968442,324736157)
(245323842,264950566)
(319504358,304861185)
(-774929511,-17033108)
(71426261,-238087935)
(45577607,-151925755)
(89395289,-297984695)
(-661928429,-717282116)
(-63820336,212734055)
(929414164,514941828)
(971797617,-448859277)
(79861595,-266205715)
(29078237,-96927855)
(44623147,88161654)
(-181116111,-765548498)
(-341938029,999376347)
(-726447060,-440996855)
(27294666,580589390)
(-107560232,797384093)
(-497379666,944903380)
(582872011,-250130319)
(467098800,-594425755)
(35071844,-116906545)
(97135415,-80871968)
(608489814,356366109)
(113347754,-377826245)
(182652065,-608840615)
(252730331,-842434835)
(-9432527,621838042)
(893962321,848154488)
(16223300,-54078065)
(854124758,-171918731)
(298160714,-993869445)
(-538123304,-742105685)
(163138065,724929091)
(277356932,-924523505)
(-2979653,-178678214)
(87880382,-292935005)
(180668441,-602228535)
(-213365010,25970165)
(-713742463,-187155444)
(438707919,-921329346)
(-95001809,705474872)
(964566824,-373993868)
(549751106,408181419)
(126038639,-420129195)
(101529176,-338430985)
(6019244,-20064545)
(112026626,-373422485)
(-203643646,678811755)
(158949851,-529833235)
(5775583,-979186377)
(266536931,-888456835)
(13341959,-44473595)
(332783081,990415998)
(-460175573,-48476912)
(-905939929,-850098423)
(831842403,937417589)
(-370415968,-338240325)
(645018750,-446647406)
(-514835540,519971192)
(156992732,-523309505)
(137370089,-457900695)
(157284515,-524282115)
(839480523,760741797)
(-857695146,-500077730)
(-741632781,-978747979)
(140345237,-467817855)
(26889371,-89631635)
(736137721,-654360551)
(-721485903,-448775041)
(89370392,-297901705)
(-694798561,569827375)
(-170220256,528646709)
(72039156,170086046)
(-737106623,502528895)
(246605495,-822018715)
(279469925,-931566815)
(10360507,433325286)
(44897000,-149657065)
(978759873,959691034)
(233173121,-777244135)
(267688559,-892295595)
(-975651345,-332550786)
(505191090,349206943)
(268981013,-896603775)
(-892584052,-564174211)
(-848732791,165811564)
(-594389839,-354717503)
(76987505,-256625415)
(-769129416,518226797)
(434017339,710037449)
(189381929,-631273495)
(601447936,631192971)
(131690187,585187515)
(90959858,-303199925)
(147876302,-492921405)
(50066874,-331456527)
(321294603,775761558)
(87311477,-291038655)
(-589596735,989388539)
(404494985,-847273698)
(-765429129,-757802451)
(-411577092,-808458538)
(31882532,-106275505)
(-182776030,609253035)
(493199460,497599103)
(-668193594,-841437128)
(82771114,744834909)
(-382266683,896721199)
(780221573,-689810397)
(304709407,213736742)
(224817620,-749392465)
(-891381606,-352713790)
(238887124,-155882693)
(271677962,-905593605)
(-99046829,597886464)
(-679135737,341482108)
(408142973,-754802416)
(280076012,478079664)
(851701961,565312113)
(653272410,-913386169)
(253627658,-845425925)
(37723916,-125746785)
(298956461,-996521935)
(-104364619,347881665)
(268753709,-895846095)
(83069984,-276900345)
(211851902,-706173405)
(-258464810,191044414)
(215346716,-717822785)
(82773755,-275912915)
(-62571007,208569625)
(-577443975,226926189)
(216259985,-720867015)
(917159127,-689909621)
(203635214,-678784445)
(588286803,765187299)
(277097300,-923658065)
(318904380,743400518)
(72381863,-241273275)
(272415965,-908053615)
(411005352,-137640078)
(-807267859,-344264298)
(478555650,139468107)
(-426519500,-389970005)
(-741990069,-346028056)
(-433010012,400651265)
(-494477293,134492515)
(215406746,-718022885)
(277461320,-924871465)
(89566310,-298554765)
(-143226317,381990784)
(-87267514,290891315)
(23634983,-78783675)
(123175955,-410586915)
(-236913580,723328055)
(-527054724,-410288463)
(67163465,-223878615)
(112792520,-375975465)
(-630609747,217020872)
(-166129872,-59309097)
(596475440,-265728248)
(126486440,-421621865)
(923717645,67384453)
(212089775,-706966315)
(-204372352,314450364)
(-693686369,-895875012)
(243008912,-810030105)
(297835147,228143487)
(123992903,-413310075)
(-13121022,-592144542)
(722040253,-604027383)
(-784285884,401530180)
(152227580,-507425665)
(-222077012,-113618905)
(-357959657,-8360427)
(-630711629,191418955)
(-495852762,-32922978)
(119349851,-397833235)
(98967083,-329890675)
(805874087,519941105)
(156185315,-520618115)
(-776757552,974723522)
(-17016259,56720465)
(675369872,-330674649)
(-619410072,90680562)
(721583342,693525006)
(328558010,-151547528)
(-874362267,-763733894)
(263593391,-878645035)
(257058039,431484799)
(184624358,-615414925)
(864753367,-744304238)
(128052467,-426841955)
(618940619,-667678611)
(640179166,-865343946)
(597303772,-305781002)
(591949833,-597101148)
(-833988998,979167998)
(-521672696,454709088)
(127537181,-425124335)
(-290326113,-201679365)
(698717000,487434663)
(518122780,134739216)
(538896219,738720672)
(73531811,-245106435)
(372761325,548730196)
(-39368994,-522797171)
(-945688138,892905251)
(42723050,-142410565)
(777480484,291682613)
(473042399,-192930120)
(120118444,588564458)
(84690407,-282301755)
(-152737721,-286236151)
(-551716766,-286361201)
(751397841,-630443184)
(60588752,-201962905)
(202416737,-674722855)
(-48564844,277750972)
(-88122482,532361774)
(198945497,-663152055)
(104375786,-347919685)
(181330424,-604435145)
(-100149958,476006076)
(486573607,810598654)
(13463282,-44878005)
(834078655,449303968)
(66342464,-221141945)
(-920748983,118854301)
(-873924719,656742903)
(-945852589,-476256128)
(687839429,-581530221)
(57656510,366531113)
(151324607,-504415755)
(100523736,-949047645)
(-392640413,356454651)
(-129347140,506193394)
(163477985,-544927015)
(-619301674,-278839416)
(100285799,-334286395)
(33967358,-113224925)
(-998817355,-981350357)
(-987380843,246986699)
(-131140520,402933445)
(-285313241,-235602091)
(281723507,-939078755)
(-309266205,-374304253)
(282615005,-942050415)
(190969399,586355955)
(540121297,-23334642)
(919471916,-963000374)
(650989758,809627963)
(807423509,321840024)
(-828102665,125397454)
(14489585,-48299015)
(199348642,-550771534)
(-844974590,-924403089)
(86641223,-288804475)
(-392801496,-138233619)
(481701332,77678750)
(291390713,-971302775)
(259972760,-866576265)
(-674191625,121496489)
(94429115,-314764115)
(20813567,-69378955)
(-463399535,-697215846)
(-175956622,586521675)
(30196949,-668275881)
(471470833,7823225)
(-663002259,-755438071)
(286934834,-956449845)
(138152381,-460508335)
(-685018140,-453402178)
(190741508,-635805425)
(-802286565,197360402)
(-183436138,611453395)
(7837928,-26126825)
(224031301,-606885484)
(-962735684,221137040)
(457970773,-517376473)
(115427126,-384757485)
(698640596,491402105)
(-882680766,921052351)
(287726015,-959087115)
(497148016,805825109)
(-276115762,590827715)
(291927548,-973092225)
(-529305465,386331373)
(78173786,-260579685)
(-22705777,945092738)
(981132055,-840679480)
(248069384,-826898345)
(48823220,-162744465)
(219403901,-731346735)
(55633831,-732733774)
(24891222,-871076056)
(686996207,172460662)
(-135160564,450534815)
(-937299558,905670407)
(-344412797,678653684)
(37951235,-126504515)
(36241811,-120806435)
(-494255274,460687142)
(76379880,-979259610)
(-222246781,740822205)
(125970527,-419902155)
(386978085,-66946600)
(623483239,-790595314)
(765240000,-465609110)
(816881801,837363973)
(-84832203,404417186)
(634150218,-443271904)
(-927560963,-808276728)
(825793896,-142412986)
(77831274,55654389)
(740665883,676784211)
(287377250,-957924565)
(-743386362,74473220)
(520214931,65433052)
(541930394,237824589)
(628511881,-760846358)
(-397073471,245332688)
(268664936,-895550185)
(-245567569,818558165)
(-70021443,592470581)
(230610622,-380337562)
(448181049,-113922366)
(735342683,-368715459)
(13689569,-45632295)
(280467818,-934893125)
(-33101870,-252827688)
(917196807,-743696186)
(57177443,-190591875)
(286013575,226164792)
(-8272474,27574515)
(39375215,-131251115)
(-707556972,-563636048)
(251577964,408647584)
(-283151875,-637133867)
(-309104556,155437836)
(-66501815,-887403306)
(-755189474,-718884576)
(179883956,-599613585)
(-365063123,23812744)
(167295470,-557651965)
(36803921,-122680135)
(138110621,-460369135)
(176598986,703068139)
(273503228,-911677825)
(-119864408,125394951)
(6685824,-624643281)
(293839637,-979465855)
(290683193,188397267)
(435286694,951422993)
(-944315839,772725283)
(-936292607,229198448)
(838344614,756578251)
(237120467,-790401955)
(-594783834,546685798)
(100192238,-333974525)
(-688933739,-343359935)
(-142633990,-862597272)
(-85049895,911161021)
(77823062,-259410605)
(421334504,-786595479)
(-45144784,16942945)
(41865896,-139553385)
(399674638,920944247)
(35366957,-117890255)
(-584897507,-342604636)
(-826819933,-470673866)
(109668128,-365560825)
(734857654,997344627)
(662133110,-751177074)
(51660761,-172202935)
(189094085,-10872035)
(246870170,-822900965)
(235799219,-785997795)
(173654008,784460782)
